image,cluster,dist_to_centroid
492.jpg,15,0.7525
4247.jpg,15,0.8410
32.jpg,15,0.9492
7381.jpg,12,0.8573
9867.jpg,7,0.7946
18443.jpg,8,0.4671
1472.jpg,15,0.8036
3685.jpg,1,0.4173
5950.jpg,6,0.7768
7332.jpg,11,0.6305
229.jpg,8,0.4970
2274.jpg,1,0.5588
9459.jpg,14,0.5008
4846.jpg,11,0.4443
8799.jpg,8,0.5692
2384.jpg,3,0.5936
18556.jpg,4,0.5795
13025.jpg,6,0.6891
19341.jpg,11,0.6952
3194.jpg,5,0.8679
7456.jpg,4,0.6551
8352.jpg,2,0.7899
8958.jpg,4,0.6277
9510.jpg,16,0.6899
12617.jpg,6,0.5428
6639.jpg,2,0.7863
4118.jpg,13,0.4805
14308.jpg,12,0.8322
10573.jpg,14,0.5947
2190.jpg,13,0.6227
447.jpg,8,0.4474
11949.jpg,0,0.6425
13394.jpg,7,0.6507
1035.jpg,13,0.4704
17839.jpg,2,0.7457
9417.jpg,8,0.5895
17440.jpg,13,0.5916
12682.jpg,4,0.7319
17333.jpg,16,0.7221
4294.jpg,16,0.6131
13622.jpg,9,0.7626
17282.jpg,8,0.6066
8285.jpg,15,0.7362
7089.jpg,19,0.5913
2886.jpg,5,0.9148
18393.jpg,16,0.6159
510.jpg,6,0.7205
7673.jpg,3,0.5383
9171.jpg,16,0.6413
4565.jpg,7,0.6940
12444.jpg,11,0.5357
19236.jpg,1,0.5561
13680.jpg,6,0.6439
9548.jpg,18,0.7419
8924.jpg,15,0.8527
38.jpg,8,0.5300
18515.jpg,10,0.6480
9901.jpg,6,0.4671
16683.jpg,9,0.6394
15582.jpg,2,0.7513
13077.jpg,9,0.8007
18181.jpg,4,0.7655
19508.jpg,2,0.7773
16084.jpg,17,0.6292
19740.jpg,1,0.6963
9793.jpg,3,0.8131
4035.jpg,2,0.5907
5756.jpg,8,0.6406
8260.jpg,9,0.6289
670.jpg,14,0.5295
3454.jpg,13,0.4217
7032.jpg,9,0.7325
4346.jpg,8,0.6556
14698.jpg,1,0.7144
8155.jpg,15,0.6631
18626.jpg,19,0.5583
13418.jpg,5,0.8639
14384.jpg,13,0.6323
14953.jpg,19,0.7373
8770.jpg,16,0.8478
15304.jpg,16,0.7272
13999.jpg,7,0.6519
15291.jpg,3,0.6704
9558.jpg,15,0.8013
15136.jpg,15,0.8946
4548.jpg,5,0.7484
1368.jpg,8,0.4767
429.jpg,1,0.8355
4549.jpg,7,0.7541
18715.jpg,7,0.6873
7011.jpg,18,0.5651
18545.jpg,2,0.7426
16199.jpg,11,0.5947
19983.jpg,9,0.6678
6176.jpg,4,0.6828
4850.jpg,14,0.5490
14857.jpg,5,0.7422
15112.jpg,13,0.4338
8197.jpg,11,0.4997
2203.jpg,8,0.6247
4048.jpg,4,0.6829
19683.jpg,13,0.5669
16733.jpg,4,0.6235
8182.jpg,1,0.4843
6580.jpg,8,0.5084
8487.jpg,5,0.8404
5774.jpg,2,0.7491
8188.jpg,19,0.6541
7665.jpg,15,0.7783
15162.jpg,3,0.5996
9828.jpg,1,0.7419
7883.jpg,13,0.5896
4714.jpg,19,0.6886
11413.jpg,0,0.7207
16155.jpg,0,0.7559
17861.jpg,2,0.8521
3690.jpg,1,0.5808
14561.jpg,10,0.7192
7278.jpg,5,0.8833
18531.jpg,3,0.5755
9179.jpg,6,0.4955
13592.jpg,4,0.5626
8489.jpg,11,0.5436
14812.jpg,2,0.7630
2006.jpg,13,0.4993
4397.jpg,8,0.5242
14824.jpg,3,0.7065
12430.jpg,19,0.6365
11938.jpg,16,0.8297
2961.jpg,3,0.5855
5190.jpg,7,0.6587
2442.jpg,9,0.6179
8556.jpg,1,0.6328
14313.jpg,4,0.6194
10902.jpg,9,0.8359
3928.jpg,15,0.6731
19469.jpg,13,0.4436
8763.jpg,4,0.8888
3359.jpg,3,0.5385
14144.jpg,11,0.7101
10934.jpg,4,0.6783
11780.jpg,13,0.5450
17340.jpg,19,0.7784
15879.jpg,8,0.4572
4771.jpg,7,0.6337
18406.jpg,15,0.6588
8837.jpg,13,0.5134
4124.jpg,1,0.5950
5731.jpg,2,0.7479
12433.jpg,18,0.6485
10093.jpg,10,0.5916
9756.jpg,6,0.6176
12797.jpg,13,0.6348
17217.jpg,9,0.6652
3633.jpg,12,0.7372
18465.jpg,11,0.6009
18496.jpg,1,0.6858
3591.jpg,5,0.7284
13545.jpg,1,0.6949
5465.jpg,4,0.5996
15100.jpg,13,0.6162
7174.jpg,5,0.7223
15071.jpg,4,0.6955
8890.jpg,11,0.5259
11052.jpg,9,0.6126
5693.jpg,3,0.6652
11594.jpg,14,0.6035
3621.jpg,7,0.6847
7862.jpg,10,0.7159
8346.jpg,13,0.7042
19546.jpg,9,0.6650
5152.jpg,10,0.7436
4878.jpg,4,0.8221
10673.jpg,16,0.7207
7252.jpg,16,0.7863
17426.jpg,19,0.6747
13125.jpg,13,0.5478
10657.jpg,6,0.6260
17046.jpg,13,0.5440
6047.jpg,13,0.6115
18826.jpg,13,0.6459
13311.jpg,15,0.8035
8175.jpg,10,0.8194
7756.jpg,13,0.5383
10675.jpg,16,0.7271
10170.jpg,13,0.5679
15302.jpg,15,0.7071
2104.jpg,4,0.6620
273.jpg,18,0.7057
11904.jpg,9,0.6790
15964.jpg,9,0.6653
15053.jpg,8,0.4264
18086.jpg,13,0.6635
3419.jpg,19,0.6336
19687.jpg,3,0.5199
19343.jpg,11,0.6033
18802.jpg,11,0.6291
12377.jpg,11,0.6002
7388.jpg,3,0.6825
18332.jpg,10,0.7661
14847.jpg,6,0.5940
13429.jpg,3,0.6589
6416.jpg,5,0.7116
11999.jpg,13,0.4598
15885.jpg,6,0.4829
6755.jpg,15,0.6477
5020.jpg,1,0.7427
18169.jpg,19,0.5691
9861.jpg,16,0.8113
14575.jpg,14,0.5892
4794.jpg,4,0.6497
1331.jpg,8,0.6340
1026.jpg,13,0.7050
5114.jpg,4,0.6154
16.jpg,12,0.8821
8765.jpg,19,0.7055
15245.jpg,13,0.4874
2101.jpg,18,0.6022
8193.jpg,7,0.6477
5492.jpg,19,0.6210
9455.jpg,15,0.7240
13120.jpg,5,0.7709
2878.jpg,8,0.6554
3373.jpg,5,0.8418
17193.jpg,7,0.7571
9549.jpg,4,0.7505
19175.jpg,5,0.8883
7170.jpg,8,0.5451
11548.jpg,16,0.7860
17113.jpg,14,0.5957
3919.jpg,19,0.7268
11697.jpg,15,0.8198
13285.jpg,5,0.7022
1249.jpg,19,0.5351
6563.jpg,1,0.5632
15761.jpg,18,0.6496
1441.jpg,15,0.7081
10124.jpg,4,0.6664
966.jpg,18,0.7851
8525.jpg,3,0.5451
14195.jpg,19,0.7769
17941.jpg,19,0.6708
5428.jpg,13,0.4158
14743.jpg,0,0.7880
7898.jpg,14,0.6655
15363.jpg,3,0.6895
9535.jpg,8,0.6084
4874.jpg,2,0.6933
2196.jpg,19,0.7296
10211.jpg,2,0.9318
14645.jpg,13,0.6720
3649.jpg,4,0.7111
16380.jpg,13,0.4562
4334.jpg,5,0.8083
7668.jpg,15,0.6553
11102.jpg,13,0.6338
9972.jpg,4,0.6275
12100.jpg,7,0.6228
18286.jpg,9,0.7460
15457.jpg,5,0.8107
6866.jpg,1,0.6609
17192.jpg,7,0.7084
4205.jpg,2,0.6377
18954.jpg,1,0.5782
4523.jpg,0,0.6411
5712.jpg,13,0.5904
15533.jpg,2,0.6466
8107.jpg,6,0.7245
12088.jpg,7,0.6561
6497.jpg,13,0.4421
6502.jpg,3,0.6297
16524.jpg,3,0.6449
2940.jpg,7,0.6786
13925.jpg,6,0.4657
13895.jpg,15,0.8294
12367.jpg,2,0.8542
18510.jpg,2,0.6403
12711.jpg,13,0.6799
9726.jpg,17,0.7041
5317.jpg,15,0.7568
2785.jpg,3,0.5429
16630.jpg,15,0.6579
1739.jpg,14,0.6355
4493.jpg,12,0.8744
8572.jpg,8,0.5827
1838.jpg,6,0.6856
5493.jpg,3,0.5696
19589.jpg,7,0.6282
629.jpg,5,0.8836
3829.jpg,6,0.6167
13883.jpg,0,0.6123
5573.jpg,19,0.5966
1440.jpg,10,0.5966
988.jpg,4,0.6632
5445.jpg,18,0.7836
2606.jpg,11,0.4787
9477.jpg,2,0.7116
9075.jpg,0,0.7477
6669.jpg,11,0.6315
6475.jpg,14,0.5521
19417.jpg,18,0.7336
4526.jpg,14,0.4888
8584.jpg,3,0.6021
11399.jpg,3,0.8144
2040.jpg,19,0.6294
1199.jpg,16,0.6556
11098.jpg,4,0.6679
19762.jpg,13,0.6059
6843.jpg,10,0.5357
13594.jpg,13,0.4365
2193.jpg,0,0.6621
19576.jpg,9,0.7253
12655.jpg,14,0.6262
8439.jpg,7,0.7859
7755.jpg,7,0.7588
19266.jpg,16,0.9189
9551.jpg,3,0.6380
12066.jpg,3,0.6295
4109.jpg,16,0.6579
13649.jpg,2,0.7179
4762.jpg,5,0.8602
8348.jpg,7,0.7252
18711.jpg,8,0.5779
11619.jpg,11,0.7046
19090.jpg,19,0.8575
17917.jpg,2,0.6969
10994.jpg,8,0.5586
18067.jpg,13,0.4734
12336.jpg,17,0.6712
19141.jpg,12,0.7028
17382.jpg,19,0.5354
8317.jpg,14,0.5835
2036.jpg,9,0.6771
11029.jpg,13,0.5010
19956.jpg,6,0.5286
18231.jpg,19,0.5936
398.jpg,5,0.8525
1548.jpg,14,0.6444
9949.jpg,16,0.8754
10399.jpg,14,0.5813
17025.jpg,2,0.8066
14525.jpg,11,0.6426
10049.jpg,13,0.6029
9625.jpg,4,0.7441
13876.jpg,14,0.5117
2286.jpg,17,0.5962
1131.jpg,4,0.6506
7845.jpg,19,0.7384
1753.jpg,1,0.6774
7004.jpg,10,0.5855
4468.jpg,13,0.7704
11131.jpg,14,0.4055
19649.jpg,14,0.5802
11072.jpg,16,0.6689
11230.jpg,13,0.5147
18400.jpg,19,0.6921
10576.jpg,5,0.7917
8220.jpg,0,0.6290
17254.jpg,1,0.6051
132.jpg,18,0.7612
7945.jpg,4,0.8975
12396.jpg,15,0.6374
9208.jpg,17,0.5784
9443.jpg,7,0.6666
4989.jpg,17,0.8115
6555.jpg,13,0.5210
17474.jpg,0,0.7485
16646.jpg,2,0.6796
1678.jpg,11,0.6416
17978.jpg,8,0.7108
16695.jpg,2,0.8149
16664.jpg,10,0.6414
11432.jpg,19,0.5860
4150.jpg,13,0.5047
3793.jpg,13,0.5409
19618.jpg,15,0.7362
12356.jpg,13,0.6770
3646.jpg,15,0.6819
16181.jpg,2,0.7170
12107.jpg,13,0.5321
13174.jpg,6,0.4931
19585.jpg,1,0.6934
16974.jpg,13,0.5419
19430.jpg,7,0.7701
1226.jpg,6,0.5630
4963.jpg,3,0.4720
9999.jpg,14,0.6179
10055.jpg,2,0.7779
5471.jpg,13,0.5792
10416.jpg,14,0.5755
6534.jpg,6,0.8321
18240.jpg,10,0.8564
3991.jpg,13,0.4800
4803.jpg,7,0.6388
8091.jpg,3,0.6262
17536.jpg,6,0.5996
19487.jpg,7,0.8172
16728.jpg,14,0.5818
14085.jpg,13,0.6987
14400.jpg,9,0.6670
18198.jpg,5,0.8547
16152.jpg,14,0.5170
12745.jpg,9,0.7061
14898.jpg,19,0.7430
13355.jpg,7,0.7570
4913.jpg,2,0.7894
5636.jpg,14,0.5356
1200.jpg,2,0.8241
10588.jpg,9,0.7512
3761.jpg,4,0.7834
9668.jpg,18,0.8138
2946.jpg,6,0.5250
5649.jpg,7,0.8172
10289.jpg,7,0.5864
14284.jpg,10,0.5398
1366.jpg,16,0.7608
11198.jpg,16,0.7483
11791.jpg,13,0.5823
2577.jpg,4,0.6457
10613.jpg,6,0.5465
9993.jpg,7,0.7406
2642.jpg,3,0.6028
3967.jpg,7,0.5886
4518.jpg,6,0.5535
917.jpg,8,0.6317
14352.jpg,2,0.6685
5185.jpg,15,0.6343
10789.jpg,17,0.7867
17141.jpg,11,0.5622
17801.jpg,15,0.6457
14175.jpg,19,0.7147
7479.jpg,15,0.7047
8105.jpg,13,0.5511
5438.jpg,10,0.6412
5828.jpg,7,0.7272
11005.jpg,16,0.6486
12482.jpg,15,0.7019
18975.jpg,13,0.7533
1514.jpg,9,0.7363
14170.jpg,18,0.6882
5027.jpg,16,0.7359
2248.jpg,13,0.5122
15676.jpg,7,0.8307
2270.jpg,0,0.6627
2645.jpg,0,0.6477
86.jpg,8,0.6508
6830.jpg,17,0.7351
15710.jpg,9,0.7047
1422.jpg,11,0.4720
15360.jpg,5,0.7977
7832.jpg,4,0.7353
6426.jpg,13,0.4457
9206.jpg,15,0.5747
13928.jpg,14,0.6279
17347.jpg,3,0.7554
1534.jpg,14,0.5258
1489.jpg,6,0.6381
9702.jpg,0,0.6946
7849.jpg,14,0.5182
2531.jpg,2,0.7195
7261.jpg,7,0.7077
13114.jpg,18,0.6951
3143.jpg,4,0.5757
4082.jpg,4,0.7071
17591.jpg,19,0.6977
19906.jpg,6,0.7219
18833.jpg,0,0.7720
10836.jpg,8,0.6315
1612.jpg,19,0.7180
799.jpg,1,0.5622
3954.jpg,19,0.6976
16759.jpg,14,0.5863
6005.jpg,13,0.6090
19346.jpg,13,0.5334
15674.jpg,9,0.7543
4399.jpg,13,0.6045
17398.jpg,4,0.6304
17244.jpg,3,0.6286
8777.jpg,0,0.7541
15329.jpg,4,0.7535
16677.jpg,13,0.6236
13269.jpg,7,0.6492
7651.jpg,7,0.7890
19595.jpg,19,0.6338
9048.jpg,10,0.5573
1429.jpg,7,0.6773
14007.jpg,19,0.6838
15344.jpg,3,0.6222
4597.jpg,3,0.6591
12557.jpg,9,0.6151
18242.jpg,13,0.4910
11028.jpg,2,0.7212
2013.jpg,15,0.6780
17329.jpg,9,0.8433
6730.jpg,9,0.6862
19928.jpg,4,0.7854
1945.jpg,1,0.6486
12374.jpg,0,0.6594
16885.jpg,3,0.6075
9006.jpg,13,0.6388
14533.jpg,2,0.7083
13611.jpg,2,0.7770
6578.jpg,14,0.4903
3528.jpg,6,0.7035
11414.jpg,17,0.8362
180.jpg,14,0.5015
16587.jpg,11,0.5932
11649.jpg,7,0.6301
19557.jpg,8,0.5892
9808.jpg,13,0.5412
1339.jpg,19,0.5761
10918.jpg,8,0.5784
14767.jpg,6,0.6405
1669.jpg,3,0.7238
3994.jpg,4,0.6327
2770.jpg,4,0.8503
2732.jpg,14,0.5613
10711.jpg,4,0.6899
11305.jpg,9,0.7407
13348.jpg,16,0.7827
5570.jpg,11,0.4723
8632.jpg,11,0.5945
4903.jpg,9,0.7654
3956.jpg,11,0.5049
19957.jpg,13,0.5015
13855.jpg,13,0.5895
18539.jpg,0,0.6808
13706.jpg,3,0.6852
15928.jpg,15,0.7588
15388.jpg,3,0.7217
8437.jpg,13,0.4306
13759.jpg,1,0.5138
13382.jpg,15,0.7383
52.jpg,19,0.7334
12086.jpg,19,0.7312
9836.jpg,9,0.7307
5437.jpg,13,0.4780
9855.jpg,3,0.5605
14315.jpg,13,0.6021
4386.jpg,11,0.4440
2762.jpg,2,0.7288
6412.jpg,19,0.7344
13635.jpg,19,0.6450
9015.jpg,8,0.4962
14264.jpg,13,0.4912
19838.jpg,10,0.5247
15728.jpg,5,0.8354
8472.jpg,7,0.7593
15020.jpg,19,0.6709
16750.jpg,15,0.6898
18300.jpg,19,0.6319
9880.jpg,15,0.6827
3561.jpg,19,0.8063
16376.jpg,8,0.6504
7771.jpg,8,0.5984
6463.jpg,11,0.4764
16382.jpg,13,0.6040
19134.jpg,7,0.8199
18864.jpg,4,0.6509
18298.jpg,19,0.7585
11753.jpg,15,0.7603
8434.jpg,6,0.5289
8523.jpg,6,0.5659
557.jpg,13,0.7820
1570.jpg,7,0.5803
13609.jpg,19,0.5860
1658.jpg,2,0.7736
15565.jpg,18,0.7026
17354.jpg,2,0.7159
10813.jpg,13,0.6236
2015.jpg,13,0.6565
13932.jpg,6,0.6043
9731.jpg,4,0.5823
12581.jpg,11,0.5668
10298.jpg,13,0.8266
6478.jpg,7,0.7332
19864.jpg,19,0.6477
2391.jpg,9,0.7508
2304.jpg,18,0.8304
4820.jpg,14,0.5770
17420.jpg,9,0.6575
15248.jpg,11,0.6606
12699.jpg,19,0.5514
1349.jpg,16,0.6391
15871.jpg,14,0.5204
14095.jpg,4,0.6644
16736.jpg,19,0.7505
2140.jpg,19,0.6525
14371.jpg,6,0.5536
1890.jpg,15,0.7420
19814.jpg,15,0.5835
3667.jpg,0,0.6075
4185.jpg,10,0.6152
16006.jpg,14,0.5158
14576.jpg,3,0.6681
560.jpg,2,0.6592
18709.jpg,4,0.6583
4887.jpg,10,0.4808
828.jpg,4,0.7450
517.jpg,7,0.7694
18746.jpg,7,0.6131
18202.jpg,6,0.6172
12985.jpg,11,0.5711
5047.jpg,7,0.7325
16255.jpg,4,0.7451
13004.jpg,10,0.6951
12480.jpg,1,0.7250
4825.jpg,18,0.7919
19744.jpg,6,0.4620
18703.jpg,12,0.8247
13271.jpg,2,0.7218
7057.jpg,3,0.5665
3429.jpg,15,0.6795
11045.jpg,6,0.4655
7695.jpg,6,0.5158
10617.jpg,11,0.5393
11329.jpg,15,0.7015
7297.jpg,18,0.7559
10863.jpg,15,0.6581
5617.jpg,11,0.5294
10115.jpg,0,0.7814
17322.jpg,15,0.7304
6572.jpg,10,0.6452
3229.jpg,3,0.5266
14117.jpg,13,0.6806
9684.jpg,19,0.7719
4591.jpg,6,0.5158
12674.jpg,2,0.7837
10168.jpg,5,0.7780
13889.jpg,6,0.6619
19008.jpg,13,0.5475
18116.jpg,10,0.5503
6791.jpg,16,0.6840
11076.jpg,8,0.6251
78.jpg,17,0.9526
770.jpg,10,0.7017
3873.jpg,17,0.5710
2978.jpg,15,0.5932
8310.jpg,8,0.5366
3745.jpg,6,0.5294
18698.jpg,5,0.7860
1029.jpg,7,0.6918
10119.jpg,15,0.9130
19491.jpg,9,0.7682
7031.jpg,16,0.7100
17302.jpg,19,0.6591
10219.jpg,8,0.5838
10306.jpg,3,0.6275
19439.jpg,19,0.7178
4862.jpg,3,0.5274
1488.jpg,15,0.7140
1956.jpg,19,0.5431
15092.jpg,8,0.5155
10317.jpg,18,0.6131
1895.jpg,1,0.6159
4426.jpg,15,0.8080
4000.jpg,8,0.5009
17653.jpg,8,0.5288
13189.jpg,13,0.4751
9590.jpg,14,0.5107
11712.jpg,13,0.7219
19345.jpg,1,0.6906
12638.jpg,3,0.5301
6209.jpg,19,0.6208
13412.jpg,16,0.8213
3039.jpg,6,0.5826
19383.jpg,3,0.6745
8601.jpg,9,0.7040
16294.jpg,2,0.7279
14748.jpg,11,0.4475
17043.jpg,16,0.7684
6609.jpg,7,0.7276
16620.jpg,2,0.7853
17202.jpg,19,0.7428
18170.jpg,13,0.5146
2053.jpg,11,0.7024
14326.jpg,11,0.4841
9364.jpg,12,0.7358
14016.jpg,2,0.7331
7055.jpg,18,0.8249
4173.jpg,16,0.6680
9189.jpg,16,0.7617
365.jpg,13,0.4546
358.jpg,16,0.9440
5533.jpg,13,0.6858
6344.jpg,8,0.5593
7505.jpg,6,0.5335
17190.jpg,3,0.6682
16727.jpg,14,0.5064
618.jpg,7,0.5679
19849.jpg,10,0.6168
9813.jpg,3,0.5412
8373.jpg,9,0.6431
3338.jpg,14,0.5947
10174.jpg,11,0.5729
7691.jpg,2,0.7598
1304.jpg,5,0.8867
11477.jpg,18,0.8087
7317.jpg,13,0.5644
17714.jpg,8,0.5893
3490.jpg,15,0.7352
6734.jpg,19,0.6948
207.jpg,7,0.7274
6487.jpg,4,0.6719
7437.jpg,7,0.7029
10760.jpg,3,0.5456
1409.jpg,13,0.4955
13751.jpg,3,0.4559
4327.jpg,4,0.6311
2086.jpg,14,0.6320
18462.jpg,14,0.5616
14811.jpg,19,0.6378
1083.jpg,4,0.7513
11330.jpg,0,0.5922
8399.jpg,5,0.7744
14976.jpg,19,0.6512
7220.jpg,10,0.6892
203.jpg,9,0.7215
3727.jpg,3,0.6905
10601.jpg,13,0.4296
9493.jpg,3,0.8025
15595.jpg,4,0.7236
6284.jpg,14,0.5798
8057.jpg,16,0.6820
9878.jpg,6,0.5749
12553.jpg,11,0.6270
5400.jpg,13,0.6721
4690.jpg,5,0.8427
17069.jpg,3,0.6564
11379.jpg,3,0.6331
15319.jpg,7,0.8648
12878.jpg,15,0.6770
6376.jpg,1,0.4428
14280.jpg,4,0.6939
2084.jpg,18,0.7571
16898.jpg,9,0.6501
4055.jpg,2,0.8532
9752.jpg,5,0.9395
15907.jpg,12,0.6816
16800.jpg,0,0.6055
8263.jpg,16,0.8521
5171.jpg,3,0.5037
12479.jpg,0,0.5480
4273.jpg,6,0.6026
9119.jpg,3,0.6707
11404.jpg,7,0.7913
18927.jpg,2,0.6077
5271.jpg,14,0.4859
16148.jpg,19,0.6803
10958.jpg,0,0.5924
1174.jpg,2,0.6911
17771.jpg,13,0.6399
14131.jpg,14,0.6346
9011.jpg,10,0.6774
16056.jpg,13,0.4313
2774.jpg,13,0.6869
5699.jpg,9,0.6229
2925.jpg,11,0.6079
2602.jpg,3,0.6117
17039.jpg,13,0.5654
5781.jpg,7,0.7862
15813.jpg,9,0.6801
10537.jpg,15,0.7222
3288.jpg,11,0.5438
14854.jpg,3,0.7588
7587.jpg,13,0.4514
18747.jpg,16,0.6600
14059.jpg,5,0.9448
16316.jpg,2,0.8377
19854.jpg,19,0.5981
16660.jpg,16,0.7009
7910.jpg,3,0.5881
13301.jpg,16,0.7650
410.jpg,0,0.7194
2421.jpg,5,0.8220
377.jpg,7,0.6416
1674.jpg,19,0.7265
1153.jpg,3,0.6083
5759.jpg,2,0.7954
3014.jpg,15,0.7883
15250.jpg,3,0.7017
14382.jpg,18,0.7050
4697.jpg,4,0.6490
6804.jpg,5,0.6825
11467.jpg,13,0.6421
14759.jpg,6,0.5595
6956.jpg,7,0.7000
16738.jpg,5,0.9583
4669.jpg,7,0.7302
3283.jpg,18,0.7325
7466.jpg,15,0.6446
5170.jpg,3,0.5971
16905.jpg,2,0.8427
841.jpg,11,0.5991
16401.jpg,16,0.7945
11891.jpg,5,0.9265
11631.jpg,9,0.6180
10094.jpg,7,0.6905
9610.jpg,3,0.6939
17905.jpg,8,0.5786
16386.jpg,18,0.6047
5562.jpg,15,0.7341
1479.jpg,1,0.5810
11819.jpg,4,0.6946
9628.jpg,16,0.8423
11557.jpg,10,0.6568
9985.jpg,6,0.5757
17661.jpg,9,0.6454
17983.jpg,13,0.4157
9812.jpg,8,0.6706
19889.jpg,13,0.4399
19128.jpg,4,0.7177
17240.jpg,2,0.7389
11835.jpg,3,0.5767
7038.jpg,16,0.7574
11598.jpg,13,0.6490
16284.jpg,3,0.5200
8058.jpg,7,0.7183
9042.jpg,16,0.8758
2627.jpg,8,0.5746
8667.jpg,19,0.7689
15776.jpg,4,0.7380
9412.jpg,14,0.5159
10228.jpg,10,0.5763
8537.jpg,6,0.5421
7936.jpg,11,0.5468
16875.jpg,13,0.5693
11511.jpg,18,0.7909
4910.jpg,5,0.9056
19967.jpg,10,0.6073
14319.jpg,11,0.8383
8305.jpg,3,0.5495
19281.jpg,14,0.6028
13010.jpg,8,0.6132
4194.jpg,13,0.6383
16751.jpg,14,0.5130
13009.jpg,13,0.4807
12457.jpg,2,0.6762
14773.jpg,11,0.5550
1535.jpg,7,0.7800
908.jpg,5,0.8730
18789.jpg,19,0.6987
6116.jpg,9,0.5895
11122.jpg,4,0.7649
12964.jpg,16,0.7675
17729.jpg,14,0.5254
14902.jpg,0,0.7489
17487.jpg,17,0.7032
674.jpg,0,0.7040
6906.jpg,15,0.6881
5941.jpg,19,0.7053
16408.jpg,6,0.5522
14475.jpg,0,0.5709
14386.jpg,19,0.7061
6658.jpg,3,0.5477
6968.jpg,15,0.6386
987.jpg,3,0.6388
2574.jpg,10,0.5872
298.jpg,13,0.5591
13478.jpg,6,0.4902
9820.jpg,5,0.7544
119.jpg,8,0.5498
12399.jpg,13,0.5693
15415.jpg,3,0.5818
10121.jpg,6,0.6225
1702.jpg,19,0.6317
15916.jpg,13,0.5089
3046.jpg,8,0.6704
16737.jpg,15,0.6074
15867.jpg,14,0.6437
17825.jpg,1,0.7392
1596.jpg,5,0.7273
7181.jpg,3,0.6579
3600.jpg,2,0.7471
2583.jpg,13,0.5758
12409.jpg,5,0.7974
15338.jpg,5,0.7688
6248.jpg,15,0.6396
9133.jpg,2,0.6539
4380.jpg,9,0.6452
13570.jpg,10,0.8050
18530.jpg,1,0.6016
9656.jpg,1,0.6772
1316.jpg,4,0.7954
7223.jpg,2,0.8464
6884.jpg,3,0.5219
15181.jpg,10,0.6570
5085.jpg,13,0.4961
4376.jpg,19,0.8624
3268.jpg,10,0.6187
18754.jpg,4,0.7158
2245.jpg,16,0.6460
14311.jpg,3,0.7299
15806.jpg,13,0.5121
16671.jpg,16,0.7078
14975.jpg,7,0.7984
16971.jpg,0,0.6988
1648.jpg,14,0.5141
12024.jpg,15,0.7003
2035.jpg,7,0.5517
13551.jpg,11,0.6136
2542.jpg,14,0.6026
19726.jpg,8,0.5159
13199.jpg,10,0.6234
4133.jpg,18,0.7870
5674.jpg,5,0.8144
8606.jpg,2,0.6435
1049.jpg,10,0.5792
4952.jpg,3,0.6343
18218.jpg,14,0.5394
4610.jpg,13,0.6280
13722.jpg,9,0.6664
17795.jpg,14,0.7116
1518.jpg,8,0.5436
7460.jpg,8,0.5149
11233.jpg,16,0.6963
17261.jpg,4,0.6573
3984.jpg,17,0.9048
610.jpg,16,0.7043
12463.jpg,13,0.5469
3274.jpg,6,0.5380
6966.jpg,6,0.5136
9833.jpg,18,0.7940
14492.jpg,6,0.4777
3736.jpg,2,0.7430
1273.jpg,5,0.8607
4732.jpg,11,0.5711
17520.jpg,3,0.6568
16687.jpg,15,0.7889
11323.jpg,17,0.6289
17989.jpg,7,0.7274
6250.jpg,13,0.4942
18535.jpg,4,0.7257
2355.jpg,11,0.5660
783.jpg,6,0.6482
19533.jpg,8,0.5311
19024.jpg,16,0.6922
4315.jpg,8,0.5307
17432.jpg,9,0.7337
19693.jpg,1,0.6642
10663.jpg,3,0.5495
6461.jpg,14,0.5648
4489.jpg,5,0.7857
1958.jpg,1,0.6233
8726.jpg,8,0.6317
3364.jpg,8,0.4817
11516.jpg,14,0.5385
1194.jpg,5,0.7670
6340.jpg,3,0.7625
6868.jpg,4,0.6017
3718.jpg,2,0.7318
384.jpg,2,0.8145
16302.jpg,3,0.7135
8383.jpg,5,0.9830
3532.jpg,4,0.7638
2905.jpg,15,0.7421
1079.jpg,14,0.4825
2025.jpg,7,0.7405
3493.jpg,1,0.8063
4063.jpg,3,0.6996
3529.jpg,14,0.5209
9277.jpg,9,0.6955
5408.jpg,14,0.6389
15902.jpg,18,0.7678
17650.jpg,12,0.6106
11882.jpg,19,0.7228
10196.jpg,13,0.5398
613.jpg,5,0.8126
146.jpg,0,0.6885
7385.jpg,4,0.6688
19097.jpg,10,0.5766
6155.jpg,2,0.7288
19237.jpg,11,0.6633
19939.jpg,16,0.7482
2326.jpg,7,0.6473
9272.jpg,15,0.6666
8943.jpg,11,0.7774
8559.jpg,13,0.5194
17923.jpg,2,0.7072
16639.jpg,7,0.8832
16936.jpg,2,0.7774
6204.jpg,16,0.6147
9440.jpg,3,0.6036
248.jpg,9,0.6760
4293.jpg,13,0.4668
9640.jpg,7,0.8687
1267.jpg,11,0.6049
16130.jpg,15,0.6095
10448.jpg,16,0.6521
18598.jpg,7,0.6810
11856.jpg,10,0.6272
15251.jpg,13,0.4756
7930.jpg,13,0.7317
11532.jpg,13,0.5330
12063.jpg,19,0.5564
5004.jpg,16,0.6952
9814.jpg,0,0.8319
16192.jpg,14,0.5382
1555.jpg,0,0.7044
16096.jpg,19,0.6092
8481.jpg,4,0.6008
13671.jpg,5,0.7198
